UserId,TrajScore,TypeScore,AllScore
701,0.87736964,0.98854274,0.9329562
702,0.772214,0.97569036,0.87395215
703,0.87844336,0.99987864,0.939161
704,0.8780263,0.99899447,0.9385104
705,0.87115264,0.999001,0.93507683
706,0.9422983,0.99982893,0.9710636
707,0.91663474,0.9668337,0.9417342
708,0.81961405,0.9992911,0.90945256
709,0.87589425,0.99940634,0.9376503
710,0.91611075,0.9698861,0.9429984
711,0.9038423,0.9978352,0.95083874
712,0.92343414,0.99991465,0.9616744
713,0.83807254,0.9995969,0.9188347
714,0.81851506,0.99876535,0.9086402
715,0.8527747,0.9992402,0.92600745
716,0.7647907,0.99946034,0.8821255
717,0.82890874,0.99891406,0.9139114
718,0.9355486,0.9992859,0.96741724
719,0.97687745,0.99952734,0.9882024
720,0.9491755,0.99979943,0.9744874
721,0.94804716,0.99916285,0.97360504
722,0.75034213,0.99569434,0.87301826
723,0.9064203,0.99700606,0.9517132
724,0.94976014,0.99906856,0.97441435
725,0.8409269,0.99973446,0.92033064
726,0.7962077,0.99953115,0.89786947
727,0.89964247,0.99950194,0.9495722
728,0.7320044,0.9738318,0.8529181
729,0.97320014,0.9995013,0.9863507
730,0.88212496,0.99962217,0.94087356
731,0.98924017,0.99940634,0.99432325
732,0.9547599,0.9994024,0.9770812
733,0.78548884,0.9986732,0.892081
734,0.880089,0.9984262,0.9392576
735,0.86202365,0.96465045,0.91333705
736,0.8924693,0.99895144,0.94571036
737,0.87467563,0.9991491,0.93691236
738,0.88272005,0.9989972,0.9408586
739,0.9524346,0.99877614,0.97560537
740,0.86160934,0.99948853,0.9305489
741,0.86334354,0.9993269,0.9313352
742,0.94015056,0.9996773,0.96991396
743,0.93572176,0.99945426,0.967588
744,0.9523042,0.9998123,0.97605824
745,0.9124743,0.9853671,0.9489207
746,0.84630036,0.98360324,0.9149518
747,0.9390622,0.99985045,0.9694563
748,0.8294195,0.9998706,0.9146451
749,0.96642524,0.99985266,0.9831389
750,0.6769499,0.97878873,0.8278693
751,0.9571106,0.9800568,0.9685837
752,0.86500454,0.9843862,0.9246954
753,0.97536826,0.9999789,0.9876736
754,0.88028795,0.9997945,0.9400412
755,0.88927424,0.9995921,0.9444332
756,0.95657706,0.99941504,0.97799605
757,0.5420828,0.998648,0.77036536
758,0.79821485,0.9845438,0.89137936
759,0.84597033,0.96618766,0.906079
760,0.8597286,0.99780655,0.92876756
761,0.8292576,0.9982078,0.9137327
762,0.87599295,0.9833277,0.9296603
763,0.8976833,0.99905306,0.9483682
764,0.87413377,0.99935114,0.9367424
765,0.88559324,0.99961174,0.9426025
766,0.9336024,0.99944556,0.966524
767,0.81578714,0.9700699,0.8929285
768,0.6820371,0.9519069,0.816972
769,0.76112324,0.99807084,0.87959707
770,0.85595936,0.9405616,0.8982605
771,0.8077765,0.9972682,0.9025223
772,0.40874645,0.95444155,0.681594
773,0.91703796,0.9999867,0.9585123
774,0.85336375,0.99936247,0.9263631
775,0.8206527,0.99957645,0.9101146
776,0.91608346,0.9992724,0.95767796
777,0.96732175,0.9995965,0.9834591
778,0.8606413,0.99916184,0.9299016
779,0.93466544,0.98249084,0.9585781
780,0.8082251,0.9855433,0.8968842
781,0.88908005,0.9996473,0.9443637
782,0.833902,0.9805808,0.9072414
783,0.819339,0.9993559,0.9093474
784,0.8437863,0.99995184,0.92186904
785,0.9156519,0.9981895,0.95692074
786,0.73519385,0.9996634,0.86742866
787,0.82923454,0.9992671,0.91425085
788,0.8138413,0.99914324,0.90649223
789,0.99007434,0.9964268,0.9932506
790,0.832383,0.9986241,0.9155035
791,0.9593829,0.99995506,0.979669
792,0.94214207,0.99975777,0.9709499
793,0.9247681,0.99918395,0.96197605
794,0.70303136,0.9989889,0.85101014
795,0.9507939,0.9988984,0.9748461
796,0.7828742,0.993002,0.88793814
797,0.86738944,0.999822,0.93360573
798,0.84207356,0.9441265,0.8931
799,0.9516979,0.99977,0.97573394
800,0.95637244,0.9996615,0.978017
801,0.7922124,0.9998269,0.8960197
802,0.9336665,0.99952185,0.9665942
803,0.9065109,0.99956864,0.95303977
804,0.833275,0.9999635,0.9166193
805,0.9813557,0.9998756,0.99061567
806,0.9174569,0.9995833,0.9585201
807,0.91872954,0.9991954,0.95896244
808,0.8210749,0.9992777,0.9101763
809,0.87599725,0.9565482,0.91627276
810,0.9239447,0.98293334,0.953439
811,0.88221246,0.9991943,0.9407034
812,0.8526444,0.99947715,0.9260608
813,0.920003,0.99856734,0.95928514
814,0.9256159,0.99920005,0.96240795
815,0.9788728,0.9997938,0.9893333
816,0.91622317,0.999436,0.9578296
817,0.8992978,0.98350024,0.941399
818,0.8884311,0.9835392,0.93598515
819,0.8549756,0.9993913,0.92718345
820,0.8932687,0.99885255,0.94606066
821,0.9133345,0.9998408,0.9565877
822,0.8901775,0.9995869,0.94488215
823,0.9607358,0.9852306,0.97298324
824,0.93672,0.8985518,0.9176359
825,0.94922304,0.9995067,0.9743649
826,0.49679726,0.983461,0.7401291
827,0.87907743,0.9995014,0.93928945
828,0.7889588,0.9996971,0.89432794
829,0.8498201,0.9995138,0.92466694
830,0.9543512,0.9995431,0.9769471
831,0.6638282,0.9980792,0.8309537
832,0.6885973,0.9521672,0.82038224
833,0.9703088,0.99961126,0.98496
834,0.9013645,0.9993082,0.95033634
835,0.8750702,0.9995121,0.93729115
836,0.8600688,0.9801447,0.92010677
837,0.95152557,0.9998309,0.9756782
838,0.7870797,0.9988454,0.8929626
839,0.8470032,0.9994445,0.92322385
840,0.8317538,0.99871516,0.91523445
841,0.66307044,0.9997471,0.83140874
842,0.85650563,0.99924165,0.9278736
843,0.9563554,0.9995874,0.97797143
844,0.9141232,0.9997886,0.9569559
845,0.92167586,0.99966365,0.96066976
846,0.8238324,0.99714136,0.9104869
847,0.5581387,0.95341265,0.7557757
848,0.8918149,0.985994,0.9389044
849,0.8910362,0.9997232,0.94537973
850,0.85370094,0.9996322,0.92666656
851,0.8400665,0.99960536,0.9198359
852,0.87943846,0.9998272,0.93963283
853,0.78996795,0.9540423,0.8720051
854,0.8435848,0.99957246,0.92157865
855,0.97755766,0.999788,0.98867285
856,0.8454755,0.998942,0.9222088
857,0.92583495,0.99951345,0.9626742
858,0.11779593,0.05551848,0.086657204
859,0.8294217,0.99960184,0.9145118
860,0.8510079,0.9997398,0.92537385
861,0.9004558,0.99786913,0.9491625
862,0.818021,0.9986411,0.90833104
863,0.8714174,0.9995795,0.9354985
864,0.8537616,0.99940836,0.92658496
865,0.90905607,0.98439234,0.9467242
866,0.98117644,0.9844466,0.9828115
867,0.66238296,0.98241115,0.82239705
868,0.9466456,0.99312925,0.96988744
869,0.8984125,0.9995899,0.9490012
870,0.9022728,0.9662987,0.93428576
871,0.88507795,0.99971366,0.9423958
872,0.9657619,0.99988586,0.98282385
873,0.98802716,0.983308,0.9856676
874,0.9253529,0.9998472,0.9626
875,0.9070586,0.9994371,0.95324785
876,0.8528421,0.9984184,0.9256302
877,0.84325576,0.99963886,0.9214473
878,0.8610175,0.9997175,0.93036747
879,0.92031145,0.9897163,0.9550139
880,0.91584563,0.9986348,0.9572402
881,0.90442866,0.99807274,0.9512507
882,0.70807636,0.9830068,0.8455416
883,0.8462331,0.9995097,0.9228714
884,0.9127199,0.9997672,0.9562435
885,0.8998201,0.9987976,0.9493089
886,0.86910176,0.97817373,0.92363775
887,0.74812645,0.9984151,0.87327075
888,0.9576914,0.99970454,0.97869796
889,0.617316,0.98119426,0.79925513
890,0.97541106,0.99981475,0.9876129
891,0.89214754,0.99964535,0.94589645
892,0.8943489,0.99855536,0.94645214
893,0.91079056,0.99961436,0.95520246
894,0.92955464,0.9998172,0.9646859
895,0.74146485,0.98119956,0.8613322
896,0.89829695,0.99855924,0.9484281
897,0.90009177,0.9994639,0.94977784
898,0.9376427,0.9979986,0.96782064
899,0.9478686,0.9997661,0.97381735
900,0.6183104,0.9999224,0.80911636
901,0.7465688,0.98854417,0.86755645
902,0.6675026,0.9986451,0.83307385
903,0.93916994,0.9985349,0.9688524
904,0.9708637,0.9996096,0.98523664
905,0.74813014,0.99988943,0.8740098
906,0.86057806,0.9992423,0.9299102
907,0.93100667,0.999701,0.96535385
908,0.8896948,0.9994882,0.9445915
909,0.7174145,0.999665,0.85853976
910,0.97137934,0.99991995,0.98564965
911,0.75064784,0.9801067,0.8653773
912,0.76560634,0.99701864,0.8813125
913,0.9950483,0.9992886,0.9971684
914,0.9172131,0.99894625,0.9580797
915,0.9701314,0.9996227,0.98487705
916,0.83066154,0.99832237,0.91449195
917,0.98249996,0.999902,0.991201
918,0.9023493,0.9993731,0.9508612
919,0.9938527,0.9850103,0.9894315
920,0.8413464,0.99820256,0.9197745
921,0.93745315,0.9992817,0.96836746
922,0.94089866,0.9995547,0.97022665
923,0.95555145,0.9998351,0.97769326
924,0.75368017,0.9862111,0.86994565
925,0.94450766,0.9996912,0.9720994
926,0.616896,0.9973999,0.807148
927,0.7825572,0.99922186,0.8908895
928,0.89935386,0.98348933,0.9414216
929,0.87805015,0.9984633,0.93825674
930,0.8498417,0.9980515,0.9239466
931,0.9534728,0.9997193,0.97659606
932,0.99182403,0.99945307,0.99563855
933,0.87707436,0.9992131,0.93814373
934,0.8001622,0.9856858,0.892924
935,0.7978142,0.99873817,0.8982762
936,0.783136,0.9998988,0.8915174
937,0.65647006,0.92743945,0.79195476
938,0.860611,0.99966204,0.93013656
939,0.9300202,0.9996959,0.96485806
940,0.8776466,0.9996973,0.93867195
941,0.93046165,0.9994479,0.96495473
942,0.87694395,0.9993399,0.93814194
943,0.904837,0.9998269,0.95233196
944,0.9020979,0.99965143,0.9508747
945,0.89429694,0.99961627,0.94695663
946,0.6570755,0.9970616,0.82706857
947,0.9006107,0.9996349,0.95012283
948,0.5760191,0.9961341,0.7860766
949,-0.08443188,0.53811,0.22683907
950,0.9594008,0.9990168,0.9792088
951,0.64503706,0.98310786,0.8140725
952,0.86361,0.99907416,0.9313421
953,0.9729186,0.99982727,0.98637295
954,0.8211467,0.99940217,0.91027445
955,0.93649787,0.8798084,0.9081532
956,0.97407126,0.99942446,0.98674786
957,0.53470165,0.94649565,0.7405987
958,0.85828483,0.99931884,0.92880183
959,0.88967294,0.99965197,0.94466245
960,0.91028523,0.99935615,0.9548207
961,0.96860826,0.9996811,0.9841447
962,0.9602418,0.9992385,0.97974014
963,0.8348184,0.99720126,0.91600984
964,0.97432745,0.99946654,0.986897
965,0.8095525,0.99967307,0.9046128
966,0.9609614,0.99983954,0.98040044
967,0.8855898,0.9983141,0.94195193
968,0.9442413,0.99960834,0.9719248
969,0.53125775,0.98780715,0.75953245
970,0.6393531,0.72148097,0.68041706
971,0.831647,0.99870473,0.91517586
972,0.6810467,0.9814974,0.83127207
973,0.8608225,0.99940443,0.93011343
974,0.796554,0.99873096,0.8976425
975,0.9321334,0.9991447,0.965639
976,0.8769442,0.9988461,0.9378952
977,0.735278,0.99904734,0.8671627
978,0.8338574,0.99549884,0.9146781
979,0.79545367,0.999231,0.8973423
980,0.89987534,0.9825989,0.9412371
981,0.840184,0.9994151,0.91979957
982,0.8152864,0.9996947,0.90749055
983,0.8601047,0.99941766,0.9297612
984,0.972478,0.9996014,0.9860397
985,0.6967999,0.9806617,0.8387308
986,0.49177894,0.983788,0.7377835
987,0.93120766,0.9994853,0.96534646
988,0.7669598,0.99900234,0.88298106
989,0.716855,0.999148,0.8580015
990,0.7453653,0.9820056,0.8636855
991,0.9571217,0.99982333,0.9784725
992,0.91716635,0.9993445,0.9582554
993,0.8037481,0.99923635,0.90149224
994,0.75267154,0.99803317,0.8753524
995,0.9754019,0.99981284,0.98760736
996,0.8432032,0.99895656,0.9210799
997,0.80695075,0.98262024,0.8947855
998,0.7103489,0.99989474,0.85512185
999,0.9206934,0.9840613,0.9523773
