UserId,TrajScore,TypeScore,AllScore
362,0.93375546,0.96614337,0.9499494
363,0.8986046,0.9245074,0.911556
364,0.96540934,0.9997697,0.9825895
365,0.8945257,0.959399,0.9269624
366,0.9493868,0.9998945,0.9746406
367,0.8255045,0.9989543,0.9122294
368,0.8486902,0.99968034,0.9241853
369,0.9192388,0.9973493,0.95829403
370,0.75512946,0.9857009,0.8704152
371,0.86048365,0.99360645,0.92704505
372,0.92518675,0.98532325,0.95525503
373,0.8737679,0.99540496,0.9345864
374,0.95682895,0.9976309,0.97722995
375,0.9180131,0.9988387,0.9584259
376,0.8234364,0.9744007,0.8989185
377,0.987123,0.9991351,0.993129
378,0.8531117,0.9993059,0.9262088
379,0.77987933,0.99861896,0.88924915
380,0.8788667,0.999421,0.93914384
381,0.85135335,0.99496955,0.92316145
382,0.9392184,0.9993074,0.9692629
383,0.85136056,0.98272496,0.91704273
384,0.3220033,0.15762554,0.23981443
385,0.94374186,0.99996626,0.9718541
386,0.8720919,0.9993738,0.93573284
387,0.9752135,0.99978954,0.9875015
388,0.9469635,0.999395,0.9731792
389,0.81813633,0.9984181,0.9082772
390,0.95698786,0.99991477,0.9784513
391,0.81901705,0.9994319,0.9092245
392,0.9618231,0.99997765,0.9809004
393,0.9351292,0.9987069,0.96691805
394,0.94538313,0.9907115,0.9680473
395,0.8138379,0.9979037,0.9058708
396,0.90392417,0.9995405,0.95173234
397,0.7479499,0.9863565,0.86715317
398,0.74356,0.98247355,0.8630168
399,0.5852063,0.88758993,0.7363981
400,0.72712165,0.9995525,0.86333704
401,0.8373465,0.9965393,0.9169429
402,0.9253703,0.99725866,0.96131444
403,0.4250295,0.45334783,0.43918866
404,0.94007254,0.98175466,0.9609136
405,0.8015998,0.999481,0.9005404
406,0.84265214,0.9980414,0.92034674
407,0.65554786,0.9998083,0.8276781
408,0.8432675,0.98581004,0.91453874
409,0.91699153,0.9992526,0.9581221
410,0.9441035,0.9892287,0.9666661
411,0.8673751,0.9990388,0.9332069
412,0.8620749,0.99915016,0.93061256
413,0.84099925,0.99706125,0.91903025
414,0.9469072,0.9967412,0.97182417
415,0.9699432,0.9950423,0.9824928
416,0.7911145,0.99941224,0.8952634
417,0.9247223,0.99949336,0.96210784
418,0.9794413,0.99986696,0.9896541
419,0.9697457,0.9947642,0.982255
420,0.64213276,0.9983688,0.82025075
421,0.9716607,0.99990726,0.98578393
422,0.9685194,0.9996722,0.9840958
423,0.83621097,0.9840929,0.91015196
424,0.9536379,0.9991605,0.9763992
425,0.88320255,0.99957544,0.94138896
426,0.23164138,0.9859429,0.6087921
427,0.88429934,0.99952173,0.9419105
428,0.93168956,0.9945408,0.9631152
429,0.9825018,0.9996549,0.9910784
430,0.9145907,0.98187095,0.94823086
431,0.83324504,0.97072047,0.9019828
432,0.7361762,0.98236907,0.8592726
433,0.9050781,0.9998339,0.952456
434,0.76757866,0.9444618,0.8560202
435,0.8753088,0.99922687,0.93726784
436,0.9710451,0.9999244,0.9854847
437,0.89678085,0.99958163,0.9481813
438,0.76593786,0.9988881,0.88241297
439,0.7144125,0.98947227,0.8519424
440,0.8784805,0.9997321,0.9391063
441,0.8409404,0.8220864,0.8315134
442,0.82831675,0.969374,0.8988454
443,0.9780755,0.99992824,0.98900187
444,0.9847493,0.9801624,0.98245585
445,0.62579584,0.98929036,0.8075431
446,0.8940359,0.98531455,0.9396752
447,0.9475801,0.9986845,0.9731323
448,0.9250396,0.99725264,0.9611461
449,0.9397078,0.98459995,0.9621539
450,0.89281094,0.9952925,0.94405174
451,0.9611111,0.9995528,0.98033196
452,0.9148402,0.99984765,0.95734394
453,0.8800394,0.9981799,0.9391097
454,0.8931296,0.9830986,0.9381141
455,0.7399277,0.9971745,0.86855114
456,0.8731196,0.9931536,0.9331366
457,0.829447,0.98428565,0.9068663
458,0.9534109,0.99986035,0.97663563
459,0.7226055,0.98396987,0.8532877
460,0.9527534,0.99931544,0.9760344
461,0.8181563,0.98541474,0.9017855
462,0.28290108,0.064149216,0.17352515
463,0.93548274,0.9990263,0.9672545
464,0.9391093,0.99922895,0.96916914
465,0.93452156,0.99777126,0.9661464
466,0.8649014,0.8251611,0.84503126
467,0.95053065,0.9997097,0.9751202
468,0.9275971,0.99208534,0.95984125
469,0.94277763,0.9979011,0.97033936
470,0.956114,0.9761059,0.96611
471,0.87699383,0.98859274,0.93279326
472,0.95403844,0.99997145,0.97700495
473,0.95140326,0.99916697,0.9752851
474,0.98183644,0.9996619,0.9907492
475,0.9773339,0.98509246,0.9812132
476,0.9490674,0.9549632,0.9520153
477,0.9233804,0.9897614,0.95657086
478,0.7126898,0.98705566,0.8498727
479,0.946854,0.99829435,0.9725742
480,0.96417445,0.9977107,0.9809426
481,0.90477836,0.9960777,0.950428
482,0.9631159,0.9995974,0.9813566
483,0.94514227,0.99866945,0.9719058
484,0.9426413,0.99823296,0.97043717
485,0.8231116,0.9996224,0.911367
486,0.910581,0.9961908,0.9533859
487,0.6654092,0.99977756,0.8325934
488,0.9136759,0.99005973,0.9518678
489,0.88546115,0.98650134,0.9359813
490,0.97741556,0.9968664,0.987141
491,0.9596825,0.99946463,0.9795736
492,0.97205806,0.9992617,0.98565984
493,0.63718784,0.16087537,0.3990316
494,0.95453596,0.99960905,0.9770725
495,0.89303553,0.9991341,0.94608486
496,0.81680804,0.9709864,0.89389724
497,0.58891237,0.9955635,0.79223794
498,0.84480804,0.87232596,0.858567
499,0.8958799,0.997977,0.9469285
500,0.85896087,0.99952364,0.92924225
501,0.85357255,0.97728187,0.9154272
502,0.7947814,0.9527553,0.8737683
503,0.72410834,0.9970521,0.8605802
504,0.71609694,0.95949924,0.8377981
505,0.7449367,0.980465,0.8627008
506,0.9826291,0.99974555,0.99118733
507,0.95355815,0.999681,0.9766196
508,0.9254377,0.99935687,0.9623973
509,0.95669466,0.9971028,0.9768987
510,0.90789914,0.9682939,0.9380965
511,0.86481386,0.9960826,0.93044823
512,0.99451184,0.9996991,0.9971055
513,0.95172286,0.9977978,0.9747603
514,0.9221025,0.9921923,0.9571474
515,0.98181635,0.9995326,0.9906745
516,0.93693376,0.9826977,0.95981574
517,0.6281137,0.9981435,0.8131286
518,0.8120061,0.9818697,0.8969379
519,0.81700903,0.99280274,0.9049059
520,0.96596056,0.99482113,0.98039085
521,0.866799,0.98844707,0.92762303
522,0.123682916,0.23637368,0.18002829
523,0.97224474,0.99946135,0.9858531
524,0.8490129,0.95701385,0.90301335
525,0.7731607,0.9191159,0.8461383
526,0.6467893,0.99929285,0.8230411
527,0.81570363,0.9979623,0.90683293
528,0.937062,0.9964206,0.9667413
529,0.8904503,0.99883246,0.94464135
530,0.9520135,0.9995701,0.9757918
531,0.9527202,0.9994161,0.97606814
532,0.8993268,0.98202646,0.9406766
533,0.86054385,0.99482036,0.9276821
534,0.79586035,0.9779681,0.88691425
535,0.74166596,0.993177,0.8674215
536,0.93415785,0.9988574,0.9665076
537,0.8165588,0.99791163,0.9072352
538,0.93187207,0.98504514,0.9584586
539,0.91730136,0.9927547,0.95502806
540,0.8615861,0.9820383,0.9218122
541,0.7696465,0.9736768,0.87166166
542,0.96673286,0.9969667,0.9818498
543,0.8571276,0.9934283,0.92527795
544,0.7176383,0.999219,0.85842866
545,0.8444278,0.9863582,0.915393
546,0.86480844,0.95320404,0.90900624
547,0.7103972,0.16132505,0.4358611
548,0.89892256,0.98377705,0.9413498
549,0.9113374,0.9766107,0.943974
550,0.89823467,0.9997504,0.9489925
551,0.76262945,0.9970344,0.8798319
552,0.897056,0.9975828,0.9473194
553,0.87257683,0.99200565,0.93229127
554,0.122505754,0.84140223,0.48195398
555,0.87851924,0.9967291,0.93762416
556,0.76406616,0.15898637,0.46152627
557,0.7863368,0.97918826,0.88276255
558,0.9406594,0.99863684,0.9696481
559,0.9332957,0.9985024,0.96589905
560,0.66124755,0.9871751,0.82421136
561,0.9426826,0.9995706,0.9711266
562,0.85734737,0.9996259,0.92848665
563,0.80964434,0.99843204,0.9040382
564,0.9087792,0.9994173,0.9540982
565,0.8423285,0.9926761,0.9175023
566,0.92002136,0.94844234,0.9342319
567,0.79010546,0.9967578,0.89343166
568,0.8920406,0.99978954,0.9459151
569,0.96136355,0.99973017,0.98054683
570,0.93437105,0.9969361,0.96565354
571,0.78084075,0.9428721,0.86185646
572,0.94851303,0.99866563,0.9735893
573,0.8698521,0.9813304,0.92559123
574,0.87181354,0.9841602,0.92798686
575,0.838487,0.9826757,0.91058135
576,0.92144835,0.9497139,0.9355811
577,0.8630613,0.99856615,0.9308137
578,0.8857967,0.97915334,0.93247503
579,0.9603175,0.9939607,0.9771391
580,0.906951,0.9996784,0.95331466
581,0.60776156,0.9988668,0.8033142
582,0.9503338,0.9991638,0.9747488
583,0.9629814,0.99812925,0.9805553
584,0.8553229,0.9882447,0.9217838
585,0.7485295,0.9864995,0.8675145
586,0.92852336,0.99705005,0.9627867
587,0.9709966,0.9995291,0.9852629
588,0.7735636,0.9621694,0.8678665
589,0.9024923,0.9718224,0.93715733
590,0.9459067,0.97825646,0.96208155
591,0.74622756,0.9842124,0.86521995
592,0.61430717,0.96571845,0.79001284
593,0.96853083,0.99345255,0.9809917
594,0.94996315,0.99159193,0.9707775
595,0.90296656,0.998616,0.95079124
596,0.9524109,0.9981113,0.9752611
597,0.22923437,0.99171174,0.61047304
598,0.9706483,0.9999887,0.9853185
599,0.27534145,0.99479175,0.6350666
600,0.9399006,0.9996002,0.9697504
601,0.9594756,0.9994338,0.9794547
602,0.89727867,0.9998638,0.9485712
603,0.86572343,0.9495138,0.90761864
604,0.9287427,0.99617445,0.9624586
605,0.83303076,0.9927958,0.9129133
606,0.8454097,0.9862397,0.91582465
607,0.7963966,0.9992242,0.8978104
608,0.8478572,0.9904019,0.91912955
609,0.72928584,0.986341,0.8578134
610,0.7981627,0.9846177,0.8913902
611,0.89741594,0.99584174,0.9466288
612,0.8339664,0.99037296,0.9121697
613,0.8381972,0.9916441,0.9149206
614,0.95387685,0.99915886,0.97651786
615,0.9651419,0.9914309,0.9782864
616,0.9573062,0.99980074,0.9785535
617,0.9486077,0.9995435,0.97407556
618,0.743228,0.9934475,0.86833775
619,0.8645889,0.9819726,0.9232807
620,0.9411038,0.9992067,0.97015524
621,0.8186959,0.9933931,0.9060445
622,0.95516974,0.99972945,0.9774496
623,0.9097071,0.99944365,0.9545754
624,0.8715923,0.99359787,0.9325951
625,0.6296383,0.98346865,0.8065535
626,0.9132011,0.9603387,0.9367699
627,0.8373369,0.96150863,0.89942276
628,0.95812064,0.9932305,0.9756756
629,0.78066,0.9980953,0.8893776
630,0.95968217,0.9933291,0.97650564
631,0.80344504,0.9998501,0.90164757
632,0.9248618,0.99836504,0.9616134
633,0.9603197,0.99759483,0.9789573
634,0.95206714,0.99723566,0.9746514
635,0.89224917,0.9948735,0.9435613
636,0.89186776,0.98427707,0.93807244
637,0.9459788,0.99915534,0.9725671
638,0.7135106,0.9750289,0.84426975
639,0.937637,0.9998036,0.9687203
640,0.9602275,0.99932414,0.9797758
641,0.87607336,0.9985343,0.93730384
642,0.95171267,0.9917886,0.9717506
643,0.8882008,0.86907226,0.87863654
644,0.8970437,0.9781233,0.9375835
645,0.7433185,0.97198087,0.8576497
646,0.81884414,0.99690026,0.9078722
647,0.7472175,0.99924326,0.87323034
648,0.9304307,0.9976163,0.9640235
649,0.8866736,0.99148184,0.93907773
650,0.7925743,0.98571044,0.8891424
651,0.8517869,0.97243035,0.91210866
652,0.9532768,0.99916464,0.9762207
653,0.94275576,0.9993999,0.9710778
654,0.8990542,0.99510443,0.9470793
655,0.9552723,0.9987889,0.97703063
656,0.9825228,0.99950373,0.9910133
657,0.8650418,0.9986221,0.93183196
658,0.8071285,0.9991595,0.903144
659,0.8904355,0.9981868,0.94431114
660,0.8975779,0.99851954,0.9480487
661,0.8257162,0.97583747,0.90077686
662,0.7567187,0.9825571,0.8696379
663,0.78891635,0.9843999,0.88665813
664,0.83325547,0.9822532,0.9077543
665,0.93632364,0.9992571,0.96779037
666,0.82507503,0.9988332,0.9119541
667,0.90976626,0.98237234,0.9460693
668,0.6390623,0.9912176,0.81513995
669,0.93710715,0.9987587,0.96793294
670,0.90311027,0.99916667,0.9511385
671,0.6558876,0.97800285,0.8169452
672,0.94009244,0.99960524,0.9698489
673,0.8761509,0.9996806,0.93791574
674,0.82533294,0.99597025,0.91065156
675,0.6622933,0.9985826,0.83043796
676,0.8678982,0.99971855,0.9338084
677,0.64102745,0.9817211,0.8113743
678,0.8636507,0.9990981,0.93137443
679,0.9749427,0.99998194,0.9874623
680,0.918736,0.99950045,0.95911825
681,0.8534389,0.99845606,0.9259475
682,0.9184057,0.99976367,0.9590847
683,0.9876734,0.99938726,0.99353033
684,0.91878253,0.98380876,0.9512956
685,0.8093633,0.99830234,0.9038328
686,0.97195196,0.9995431,0.9857475
687,0.91965395,0.99964255,0.95964825
688,0.8839308,0.99955904,0.9417449
689,0.72375596,0.9997775,0.8617667
690,0.7866041,0.9996436,0.89312387
691,0.9470544,0.99965835,0.97335637
692,0.9508004,0.9993984,0.97509944
693,0.7582312,0.9984212,0.8783262
694,0.9400371,0.99979705,0.96991706
695,0.95013094,0.99976826,0.9749496
696,0.9555208,0.9997202,0.9776205
697,0.9620344,0.99964786,0.98084116
698,0.96900153,0.99956846,0.984285
699,0.92794496,0.99988794,0.9639164
700,0.7964867,0.99813795,0.8973123
